"","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME","ENTREZID","threshold"
"3685610",-0.0450291745982687,8.00563464993652,-0.641085684891625,0.524290232948695,0.654500471723782,-6.79487064924298,"ARHGAP17","Rho GTPase activating protein 17","55114","Not Sig"
"3686080",0.287521040519753,8.14791843819591,2.58626578923073,0.0125497676219669,0.0352248068256966,-3.82318879056344,"NSMCE1","NSE1 component of SMC5/6 complex","197370","Not Sig"
"3686164",0.477930165961874,8.41829188447275,7.51055004495817,7.72565449133242e-10,2.41204795757047e-08,12.2198177662299,"GTF3C1","general transcription factor IIIC subunit 1","2975","Not Sig"
"3686278",-0.0846235787663145,7.27291013544491,-1.1817018729215,0.242714665816211,0.375307940125728,-6.30532048659916,"GSG1L","GSG1 like","146395","Not Sig"
"3686339",0.446294347471872,9.7262272247752,6.83064746024489,9.33267076118078e-09,1.99826280276605e-07,9.76551847341715,"XPO6","exportin 6","23214","Not Sig"
"3686587",-0.0113781169314873,8.51352253246199,-0.146499239663553,0.884095317380567,0.928736793340508,-6.99095534987107,"SGF29","SAGA complex associated factor 29","112869","Not Sig"
"3686635",0.0273956006535006,4.81937447728484,0.185847678321125,0.85328926056245,0.90771804324718,-6.98434831433331,"APOBR","apolipoprotein B receptor","55911","Not Sig"
"3686728",0.316342843419578,8.59892141613195,4.30528741085768,7.42544539442485e-05,0.000448399118180207,0.99809050243308,"TUFM","Tu translation elongation factor, mitochondrial","7284","Not Sig"
"3686750",0.129558479524643,7.24829054481267,2.23401358409038,0.0298194921449346,0.0717408286809657,-4.59398815432929,"RABEP2","rabaptin, RAB GTPase binding effector protein 2","79874","Not Sig"
"3687232",-0.186589974111961,7.09116753865539,-2.12272696260318,0.0385704084646367,0.0886934037521019,-4.81835513315015,"C16orf54","chromosome 16 open reading frame 54","283897","Not Sig"
"3687260",0.153556434078427,9.67438549286471,1.57880673125645,0.120461450323352,0.220167481779234,-5.77135363958626,"CDIPT","CDP-diacylglycerol--inositol 3-phosphatidyltransferase","10423","Not Sig"
"3687277",0.839792136204371,7.85370267337332,5.93286270090624,2.47847601187021e-07,3.36128992589496e-06,6.54455216154588,"SEZ6L2","seizure related 6 homolog like 2","26470","Not Sig"
"3687308",0.481659608885744,8.09168155223742,6.6587738220974,1.75249712849202e-08,3.3837030083542e-07,9.14562573709705,"KCTD13","potassium channel tetramerization domain containing 13","253980","Not Sig"
"3687342",0.156252632511008,6.7049947255884,2.50892758797628,0.0152740777987531,0.0413578209408728,-4.00004331880754,"HIRIP3","HIRA interacting protein 3","8479","Not Sig"
"3687363",0.167375042225228,6.93360970684486,2.00113070113818,0.050624482878215,0.110556155633732,-5.05246082844294,"DOC2A","double C2 domain alpha","8448","Not Sig"
"3687405",0.113595564348248,7.2981434056733,1.44840128307777,0.153524523176333,0.266018127972468,-5.96238255055526,"TLCD3B","TLC domain containing 3B","83723","Not Sig"
"3687435",0.0748407215124036,6.71892793774416,1.00647787705686,0.318859054336055,0.459861528305,-6.49470602353335,"TBX6","T-box transcription factor 6","6911","Not Sig"
"3687452",-0.163024354251423,8.84000993084904,-1.6969615793924,0.0956989153695195,0.18356678223952,-5.585412507213,"YPEL3","yippee like 3","83719","Not Sig"
"3687475",0.224677528087938,7.08843264191062,1.61092354410272,0.113267070882493,0.209823388082357,-5.72200903988487,"GDPD3","glycerophosphodiester phosphodiesterase domain containing 3","79153","Not Sig"
"3687494",-0.0699082653492429,9.87788918106073,-0.72496080700737,0.471734690276681,0.607062369769276,-6.7374739745352,"MAPK3","mitogen-activated protein kinase 3","5595","Not Sig"
"3687698",0.596389812671736,7.57385081839654,8.2241954230535,5.75214136537706e-11,2.71114311762986e-09,14.7819052754123,"CD2BP2","CD2 cytoplasmic tail binding protein 2","10421","Not Sig"
"3687715",0.292943972352211,6.87912155723858,5.02290566265219,6.3904727161529e-06,5.44352534656507e-05,3.37133094098276,"TBC1D10B","TBC1 domain family member 10B","26000","Not Sig"
"3687752",0.229436235126012,7.04109558622124,1.83217394109524,0.0726707056487103,0.147275103768876,-5.35798656978766,"SEPTIN1","septin 1","1731","Not Sig"
"3687789",0.862652231503262,8.64392493738971,8.99955365643776,3.56173009814601e-12,2.57040135050137e-10,17.5272435930258,"DCTPP1","dCTP pyrophosphatase 1","79077","Not Sig"
"3687803",0.522149662010632,8.35528287444403,5.85394314528601,3.29877083564369e-07,4.27616283058618e-06,6.26446461012941,"SEPHS2","selenophosphate synthetase 2","22928","Not Sig"
"3687828",0.315855495568987,7.81954973681044,4.31187580031694,7.26459128082725e-05,0.000440255833376345,1.01916299353603,"ZNF768","zinc finger protein 768","79724","Not Sig"
"3687839",-0.0770743030629495,7.57287930807078,-1.17210198815149,0.246512760979439,0.379466562830858,-6.31644339294192,"ZNF747","zinc finger protein 747","65988","Not Sig"
"3687849",0.249009231325612,7.03555425728527,3.8648681245428,0.000310968879837154,0.00153946088784597,-0.373778945465899,"ZNF764","zinc finger protein 764","92595","Not Sig"
"3687870",0.11949320302082,8.16587391204685,1.67697390931267,0.0995662380856866,0.189515087037707,-5.61771429117202,"ZNF688","zinc finger protein 688","146542","Not Sig"
"3687889",0.23609663241089,8.32784077339681,3.53212767475653,0.000875409835834909,0.00372622803490171,-1.35587177314594,"ZNF785","zinc finger protein 785","146540","Not Sig"
"3687910",0.0284056561969823,6.92102216184036,0.316615447314106,0.752806449020361,0.837040787882587,-6.9511771906844,"ZNF689","zinc finger protein 689","115509","Not Sig"
"3688038",0.0364213936728026,7.88685449047766,0.631975672839643,0.530179140327281,0.659607339913169,-6.80068745299212,"BCL7C","BAF chromatin remodeling complex subunit BCL7C","9274","Not Sig"
"3688079",0.286525186806593,5.45642345805233,3.10981921632382,0.00303916268532224,0.0106843970398703,-2.52246078468946,"FBXL19-AS1","FBXL19 antisense RNA 1","283932","Not Sig"
"3688112",-0.0853762490112908,6.62995212255741,-1.16989226285025,0.247393052581902,0.380449135777282,-6.31899151552735,"STX1B","syntaxin 1B","112755","Not Sig"
"3688120",-0.136697697666937,6.46094499771696,-2.0060152224951,0.0500838818361057,0.109658442563864,-5.04328326328539,"STX1B","syntaxin 1B","112755","Not Sig"
"3688178",0.14227676090077,6.71533712611386,2.23024594181105,0.030084310972777,0.0722594684441068,-4.601739250451,"ZNF668","zinc finger protein 668","79759","Not Sig"
"3688197",0.15876732506306,7.87238385119388,2.86816819839777,0.00595700946864294,0.0189170576534424,-3.14439568028106,"PRSS53","serine protease 53","339105","Not Sig"
"3688254",1.12488641552555,8.55759899574136,6.2127033215054,8.956625098515e-08,1.38918420529821e-06,7.54276308539998,"PRSS8","serine protease 8","5652","Up"
"3688270",-0.0314693076851853,7.23816807095799,-0.466825744521171,0.64257994553761,0.753292883533678,-6.8918724994588,"PRSS36","serine protease 36","146547","Not Sig"
"3688311",0.700208782727855,8.16732003230784,4.89805790118425,9.87694695227649e-06,7.90263465527291e-05,2.94833786353364,"PYCARD","PYD and CARD domain containing","29108","Not Sig"
"3688324",0.372382598259621,5.74347849580786,2.73649918537858,0.00848377033079223,0.0253993836712551,-3.46795852074606,"PYDC1","pyrin domain containing 1","260434","Not Sig"
"3688362",0.031892961286653,7.36653208496589,0.476923878987127,0.635420026461249,0.747806779791399,-6.88707576526634,"COX6A2","cytochrome c oxidase subunit 6A2","1339","Not Sig"
"3688381",-0.0403573010480134,6.9602117189419,-0.63337907764104,0.5292697010449,0.658787939836426,-6.79979670977437,"ZNF843","zinc finger protein 843","283933","Not Sig"
"3688424",0.377216132556477,8.93901497182772,6.08014368821359,1.4515999580403e-07,2.12797550032187e-06,7.06901348300894,"RUSF1","RUS family member 1","64755","Not Sig"
"3688539",-0.13502018287842,3.62990169122119,-1.76759254513878,0.083012344846214,0.163638252051766,-5.4685371783851,"VN1R3","vomeronasal 1 receptor 3","317702","Not Sig"
"3688878",-0.0123438128424151,6.51471989303629,-0.169841568761133,0.865795575635419,0.916423487151296,-6.9872244730574,"SLC6A10P","solute carrier family 6 member 10, pseudogene","386757","Not Sig"
"3689827",-0.0144771007665812,3.07698104578724,-0.324014891206588,0.74722999878491,0.833171298563694,-6.94878572085941,"ANKRD26P1","ankyrin repeat domain 26 pseudogene 1","124149","Not Sig"
"3689880",0.773102788678295,5.15556513277191,6.66011716157711,1.74389097643543e-08,3.37300389124079e-07,9.15046730998238,"SHCBP1","SHC binding and spindle associated 1","79801","Not Sig"
"3689922",0.308219638264326,9.27137829133779,3.84198537633886,0.000334373076314904,0.00163662125478482,-0.442921543487578,"VPS35","VPS35 retromer complex component","55737","Not Sig"
"3689981",-0.0713869629365096,6.42726175261192,-1.07206895817286,0.288652928620714,0.427301070137234,-6.42720755853942,"MYLK3","myosin light chain kinase 3","91807","Not Sig"
"3690034",0.365987815271626,6.40453588741331,4.30375204761791,7.46342585142857e-05,0.000450569024727905,0.993181916984052,"C16orf87","chromosome 16 open reading frame 87","388272","Not Sig"
"3690084",-0.0838104257802019,7.32254836889183,-0.812606926236304,0.420158352164585,0.560253558459725,-6.67012776816689,"DNAJA2","DnaJ heat shock protein family (Hsp40) member A2","10294","Not Sig"
"3690154",0.81041319977767,7.6785218022077,3.07066677781769,0.00339621109493355,0.0117297979618048,-2.62560582376537,"NETO2","neuropilin and tolloid like 2","81831","Not Sig"
"3690193",0.122049743408564,8.69586707559839,1.23076957152278,0.223962304767705,0.353176263808708,-6.24712883418272,"ITFG1","integrin alpha FG-GAP repeat containing 1","81533","Not Sig"
"3690388",0.22319930707825,5.39105500781946,1.5780964641766,0.120624623497423,0.220355928940309,-5.77243471916924,"ABCC12","ATP binding cassette subfamily C member 12","94160","Not Sig"
"3690470",0.619739450762205,7.3727583270704,1.75590161865598,0.0850099299664199,0.166695195411213,-5.48817486952531,"ABCC11","ATP binding cassette subfamily C member 11","85320","Not Sig"
"3690550",-0.197698119836368,7.35655279028699,-2.17680988024726,0.0340703196243079,0.0800770747731597,-4.71050726548956,"SIAH1","siah E3 ubiquitin protein ligase 1","6477","Not Sig"
"3690597",0.202071439190151,8.05350375102765,2.53690157351832,0.0142321765227539,0.0390457980110103,-3.93655444055229,"N4BP1","NEDD4 binding protein 1","9683","Not Sig"
"3690747",-0.219142447601636,6.44555942528282,-2.60402393233494,0.0119902863810738,0.0339095713136085,-3.78199546904422,"CBLN1","cerebellin 1 precursor","869","Not Sig"
"3690842",-0.535902783476595,6.97803638342395,-5.11723492065086,4.58967941032899e-06,4.12235682436043e-05,3.69330546062222,"ZNF423","zinc finger protein 423","23090","Not Sig"
"3691193",0.148720575943812,5.51952374035761,1.84732960660172,0.0704075406509515,0.143695234655259,-5.33153821172874,"SNX20","sorting nexin 20","124460","Not Sig"
"3691326",0.0754449589253747,6.26532197541207,1.19992192768576,0.235622910387444,0.367197386047722,-6.28397364848734,"SALL1","spalt like transcription factor 1","6299","Not Sig"
"3691906",-0.0521587087945674,3.34913149432741,-0.977593130079422,0.33281417339585,0.473809764608761,-6.5231320704089,"CHD9","chromodomain helicase DNA binding protein 9","80205","Not Sig"
"3691967",-0.0781015615814278,6.55209243597082,-0.753066804693991,0.454815035798894,0.591662751357534,-6.71669535000242,"AKTIP","AKT interacting protein","64400","Not Sig"
"3692280",0.374320248551038,9.30792346638952,2.40218022324949,0.0199144608992594,0.0516255934818959,-4.23721428708118,"IRX3","iroquois homeobox 3","79191","Not Sig"
"3692735",0.0822036683534115,4.82455360215577,1.15968540851565,0.251488565177984,0.385079291000529,-6.33070225810888,"CES5A","carboxylesterase 5A","221223","Not Sig"
"3692856",0.15276027660647,9.36155852212758,1.387219360996,0.171308230928818,0.288632923539454,-6.04678104485306,"AMFR","autocrine motility factor receptor","267","Not Sig"
"3692895",-0.129368511877205,9.19115913656692,-1.25246288185623,0.216020140375227,0.344128197857648,-6.22069019823789,"NUDT21","nudix hydrolase 21","11051","Not Sig"
"3692928",-0.315950677092216,8.29865548819824,-3.50214976018793,0.000958824929688691,0.00402070785432992,-1.44177182625977,"BBS2","Bardet-Biedl syndrome 2","583","Not Sig"
"3692999",0.0862921180912446,7.11285581046229,0.231723656392529,0.817664608270048,0.88257965299523,-6.97467294561621,"MT1G","metallothionein 1G","4495","Not Sig"
"3693083",0.0274363517819083,8.44522155213556,0.373197514718663,0.710522657529012,0.806732395278608,-6.93149270553096,"PSME3IP1","proteasome activator subunit 3 interacting protein 1","80011","Not Sig"
"3693141",-0.483943526516173,8.3366506707128,-3.19248537254663,0.00239779906010062,0.00871498598280628,-2.30177184716754,"PLLP","plasmolipin","51090","Not Sig"
"3693183",0.233552346207603,6.29398183992755,4.10877987196564,0.000141815159929642,0.000781728167805335,0.376732624526825,"CIAPIN1","cytokine induced apoptosis inhibitor 1","57019","Not Sig"
"3693214",-0.0843830437488702,6.90963999988078,-1.15774893425359,0.252271040483659,0.386008889265611,-6.33291306493948,"DOK4","docking protein 4","55715","Not Sig"
"3693240",-0.147123716946109,7.07627981051257,-2.4576692731522,0.0173640761722047,0.0460205515504392,-4.11494498765021,"CCDC102A","coiled-coil domain containing 102A","92922","Not Sig"
"3693314",-0.0710664241944317,7.60080202932873,-1.18023959468295,0.243290451884676,0.375926018703657,-6.30702030457262,"KIFC3","kinesin family member C3","3801","Not Sig"
"3693401",-0.0892597228607137,6.15942508875573,-1.41587183650844,0.162791335139678,0.277832059995306,-6.0076752207721,"CNGB1","cyclic nucleotide gated channel subunit beta 1","1258","Not Sig"
"3693511",0.0419690180263039,8.5753467565419,0.461777621552713,0.6461721460739,0.756036108033249,-6.89423225849394,"CFAP20","cilia and flagella associated protein 20","29105","Not Sig"
"3693533",-0.33610702005268,9.50199548923369,-4.50195709171488,3.84104544748731e-05,0.000253351266484309,1.63339089466523,"CSNK2A2","casein kinase 2 alpha 2","1459","Not Sig"
"3693591",0.0036042338047686,5.39786199193776,0.0543548324224101,0.956861327927443,0.97306803027293,-7.00030876877522,"PRSS54","serine protease 54","221191","Not Sig"
"3693673",0.0818645125221433,9.82458049587629,1.10257542736468,0.275302247930783,0.412840835209461,-6.39442582807472,"CNOT1","CCR4-NOT transcription complex subunit 1","23019","Not Sig"
"3693788",0.180291905573258,7.18474540487398,2.63539047914609,0.0110573552143844,0.0317442866341222,-3.70870812143862,"SLC38A7","solute carrier family 38 member 7","55238","Not Sig"
"3693837",0.892700388533068,8.12930844913625,5.36804118429,1.88913792227308e-06,1.93134300079669e-05,4.55834719021018,"GOT2","glutamic-oxaloacetic transaminase 2","2806","Not Sig"
"3694215",-0.0349187995261948,4.12363804702109,-0.587506726811418,0.559412999758221,0.685467368021272,-6.82790345690065,"CDH8","cadherin 8","1006","Not Sig"
"3694657",0.496282510775327,9.06560418204336,2.32998698577994,0.0237342571867485,0.0594666744379649,-4.39294321444812,"CDH11","cadherin 11","1009","Not Sig"
"3695091",-0.227250332751878,5.72702247212358,-3.58038413429426,0.000755496571326355,0.00327863466708683,-1.21666398530975,"BEAN1","brain expressed associated with NEDD4 1","146227","Not Sig"
"3695107",-0.501524913639239,8.39357628569496,-5.63386763938269,7.29742320294628e-07,8.47170791772418e-06,5.48745264617521,"TK2","thymidine kinase 2","7084","Not Sig"
"3695157",0.274379096425716,7.75272437259924,2.45187231702306,0.0176160033331859,0.0465928682247962,-4.12782195159243,"CMTM4","CKLF like MARVEL transmembrane domain containing 4","146223","Not Sig"
"3695199",-0.142213839497943,8.52803194395039,-1.49655839959216,0.140570026703859,0.248321577670837,-5.89359287114467,"DYNC1LI2","dynein cytoplasmic 1 light intermediate chain 2","1783","Not Sig"
"3695235",0.0436832118718482,3.62693326808506,0.918348418806361,0.36268819477837,0.504686424027482,-6.57893650964043,"TERB1","telomere repeat binding bouquet formation protein 1","283847","Not Sig"
"3695268",0.142911265285296,8.61550464431846,1.22259805064397,0.227009054456504,0.356753983838506,-6.25697494065076,"NAE1","NEDD8 activating enzyme E1 subunit 1","8883","Not Sig"
"3695315",-0.0623697462651958,6.27804314394355,-0.931473750463295,0.355924900939618,0.497666306351285,-6.56686393621035,"CDH16","cadherin 16","1014","Not Sig"
"3695343",-0.147750286879295,5.56517813881736,-2.36754858622143,0.0216720491835114,0.0553327310727605,-4.31239494021021,"RRAD","RRAD, Ras related glycolysis inhibitor and calcium channel regulator","6236","Not Sig"
"3695359",0.417622003157925,8.9513187533956,3.88597582736164,0.000290785176480934,0.00145102528214052,-0.309800515350255,"CIAO2B","cytosolic iron-sulfur assembly component 2B","51647","Not Sig"
"3695424",0.0970120277164099,7.28501397173855,1.24925099950387,0.217182708128601,0.345455166109166,-6.224632094328,"B3GNT9","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9","84752","Not Sig"
"3695433",0.0554430192518662,7.37248464162026,0.777355458854041,0.44048094917496,0.579441246475539,-6.69811639646181,"TRADD","TNFRSF1A associated via death domain","8717","Not Sig"
"3695450",0.0519460347709133,6.93209616935808,0.931511208686053,0.35590571710289,0.497666306351285,-6.56682924535734,"MATCAP1","microtubule associated tyrosine carboxypeptidase 1","653319","Not Sig"
"3695512",-0.0900287639592774,6.68385463431664,-1.71616719308612,0.0921003377104267,0.177982487563143,-5.55405248733972,"FBXL9P","F-box and leucine rich repeat protein, pseudogene","26231","Not Sig"
"3695541",0.258121348716931,7.505108374502,2.88086594467345,0.00575442756626222,0.0183539639416023,-3.11260683751026,"FHOD1","formin homology 2 domain containing 1","29109","Not Sig"
"3695631",-0.749974825651551,9.28126468294104,-3.08820749105465,0.00323164522855651,0.0112479037200755,-2.57950661154147,"TPPP3","tubulin polymerization promoting protein family member 3","51673","Not Sig"
"3695648",-0.265510776881808,8.13976150476945,-3.74564083185524,0.000452868338636043,0.00211726529348299,-0.731518836873057,"ZDHHC1","zDHHC palmitoyltransferase 1","29800","Not Sig"
"3695699",0.386849284814014,10.3003116809676,3.20308850325553,0.00232543409889737,0.00849545725324978,-2.27318408079226,"ATP6V0D1","ATPase H+ transporting V0 subunit d1","9114","Not Sig"
"3695726",0.0920125797823559,8.1713700779057,1.35536735846251,0.181174678496965,0.300809824877173,-6.08938225014161,"AGRP","agouti related neuropeptide","181","Not Sig"
"3695786",0.242257591500918,7.91267061138654,3.11551516768746,0.00299025365326549,0.0105309557059243,-2.50738062540004,"ACD","ACD shelterin complex subunit and telomerase recruitment factor","65057","Not Sig"
"3695819",-0.0105156817228549,7.21139588302823,-0.170456927902747,0.865314105703431,0.916068017130425,-6.98711867732481,"ENKD1","enkurin domain containing 1","84080","Not Sig"
"3695838",-0.00281944690902058,6.5866058844983,-0.035480789618361,0.971832588138698,0.98250078529859,-7.00116584519344,"GFOD2","Gfo/Idh/MocA-like oxidoreductase domain containing 2","81577","Not Sig"
"3695867",0.217072627621173,8.55021042478043,2.28365202752935,0.0265183248338393,0.0651736096379676,-4.49086678761677,"RANBP10","RAN binding protein 10","57610","Not Sig"
"3695916",-0.103487427449187,7.97853452375759,-1.76978659602741,0.0826418511484262,0.163083179633137,-5.46483888640616,"CENPT","centromere protein T","80152","Not Sig"
"3695983",0.030270104573539,6.62946632317055,0.437004174272792,0.663922700430434,0.770881603585709,-6.90544370174993,"CTRL","chymotrypsin like","1506","Not Sig"
"3696016",0.115659922905381,7.30014914001052,1.30540596691567,0.19751676893902,0.321587513951977,-6.15434521860065,"PSMB10","proteasome 20S subunit beta 10","5699","Not Sig"
"3696035",-0.341372197457082,8.01106842575475,-4.26779528109644,8.40890991145775e-05,0.000498756443171912,0.878463086045778,"LCAT","lecithin-cholesterol acyltransferase","3931","Not Sig"
"3696057",-0.374299377006883,8.44820076589788,-4.58599159483424,2.88879570560384e-05,0.000197900038207427,1.90861307386781,"SLC12A4","solute carrier family 12 member 4","6560","Not Sig"
"3696115",-0.0847989319154978,5.72724293636052,-1.06192474602661,0.29319031646514,0.432244611903161,-6.43791353906364,"DPEP3","dipeptidase 3","64180","Not Sig"
"3696142",-0.101563004791273,6.60649500378785,-0.768957443597052,0.445406696210987,0.583353126821661,-6.70460542362111,"DPEP2","dipeptidase 2","64174","Not Sig"
"3696194",0.101603931464245,6.4257036658756,1.38533280988573,0.171880835547211,0.28930623922462,-6.04932986073447,"DDX28","DEAD-box helicase 28","55794","Not Sig"
"3696226",0.68845434050548,8.21829808738487,5.8797700646397,3.00431116631577e-07,3.93618411201049e-06,6.35604745802041,"ESRP2","epithelial splicing regulatory protein 2","80004","Not Sig"
"3696295",-0.0454534682331698,7.52216281600078,-0.641420380441857,0.524074537268371,0.654268313754983,-6.79465538340565,"SLC7A6OS","solute carrier family 7 member 6 opposite strand","84138","Not Sig"
"3696317",0.416841819454373,6.75101295182936,3.5933904528908,0.000725965034591568,0.00316859337227741,-1.17894982825991,"SMPD3","sphingomyelin phosphodiesterase 3","55512","Not Sig"
"3696454",0.187555543221354,8.68349215936613,2.65549853190853,0.0104946963806531,0.0303785852228504,-3.66137459529575,"CHTF8","chromosome transmission fidelity factor 8","54921","Not Sig"
"3696524",0.0151416813178171,7.61884179388183,0.260729381076005,0.795333790427377,0.867798149065434,-6.96746089064941,"PDF","peptide deformylase, mitochondrial","64146","Not Sig"
"3696554",-0.264609365375589,5.17597037280287,-3.36397578684919,0.00145116894746238,0.00570387137546329,-1.83179982256739,"TMED6","transmembrane p24 trafficking protein 6","146456","Not Sig"
"3696571",-0.191028497336458,8.2420934772317,-2.75454585078514,0.0080870070455386,0.024387040772595,-3.42427448258455,"TERF2","telomeric repeat binding factor 2","7014","Not Sig"
"3696666",0.686791012130083,9.13217041483977,2.5044843916697,0.0154457846530289,0.0417303505582201,-4.01007687621113,"NQO1","NAD(P)H quinone dehydrogenase 1","1728","Not Sig"
"3696697",-0.0985102155588722,5.1223750643876,-0.773249502905173,0.442885217861803,0.581371093200403,-6.70129761409535,"NOB1","NIN1 (RPN12) binding protein 1 homolog","28987","Not Sig"
"3697005",-0.0977182469617546,8.70531968538825,-1.70765726719926,0.0936808141977152,0.180462679457443,-5.56798684992545,"EXOSC6","exosome component 6","118460","Not Sig"
"3697015",0.376001663307065,8.74974313730569,3.28896466042202,0.0018107261517556,0.00686933700901284,-2.03934276671636,"AARS1","alanyl-tRNA synthetase 1","16","Not Sig"
"3697090",-0.0299641330022524,7.42096078494991,-0.33514202597172,0.738869903663192,0.827057844260096,-6.94508590920867,"ST3GAL2","ST3 beta-galactoside alpha-2,3-sialyltransferase 2","6483","Not Sig"
"3697125",0.274262310025108,7.8219379465277,2.83493315208288,0.00651896383856717,0.0203993336722636,-3.22711731014647,"COG4","component of oligomeric golgi complex 4","25839","Not Sig"
"3697183",0.200246085109137,9.04303321181663,1.75869896842699,0.0845283517297312,0.1659430565397,-5.48348656668696,"MTSS2","MTSS I-BAR domain containing 2","92154","Not Sig"
"3697218",0.316181201882159,8.27218780648092,3.41162085209955,0.00125914305537818,0.00507321943839083,-1.69842374873774,"VAC14","VAC14 component of PIKFYVE complex","55697","Not Sig"
"3697434",-0.286171068562376,6.71205316392529,-1.63720414614393,0.107642689824427,0.201703936266024,-5.68096347630123,"HYDIN","HYDIN axonemal central pair apparatus protein","54768","Not Sig"
"3697563",0.174025836934613,7.05735327761249,2.12799438654193,0.0381103496927843,0.0878281758023113,-4.80795100054106,"CMTR2","cap methyltransferase 2","55783","Not Sig"
"3697632",-0.0764410018351445,5.79064225809336,-1.28863015532792,0.203246102778441,0.328713517032215,-6.17564640892751,"ZNF23","zinc finger protein 23","7571","Not Sig"
"3697683",-0.252730433412289,6.54986466388845,-2.80406139093829,0.00708452746285341,0.02187566508836,-3.30332614303301,"ZNF19","zinc finger protein 19","7567","Not Sig"
"3697712",-2.82647191870035,7.32250018657581,-5.73665251624302,5.03972007728374e-07,6.1593158590279e-06,5.84956337375976,"TAT","tyrosine aminotransferase","6898","Down"
"3697799",0.164160768025591,9.58432091357674,1.76332882617945,0.0837362896805593,0.164740746528315,-5.47571248386241,"AP1G1","adaptor related protein complex 1 subunit gamma 1","164","Not Sig"
"3697882",-0.0193678312829517,6.20645270116104,-0.303036309467639,0.763074522333727,0.844157913968071,-6.95542273745576,"ZNF821","zinc finger protein 821","55565","Not Sig"
"3697933",-0.0933107946799954,4.43144918591137,-1.5924906792272,0.11735234602447,0.215612895521252,-5.75043953518231,"PKD1L3","polycystin 1 like 3, transient receptor potential channel interacting","342372","Not Sig"
"3698055",-0.0331011188052521,7.49665049274432,-0.359755358581046,0.720491040508183,0.814437566383814,-6.93646018399198,"TXNL4B","thioredoxin like 4B","54957","Not Sig"
"3698081",0.039022278124353,5.09831974685014,0.559451013595731,0.578262341637414,0.701351796439339,-6.84406649565749,"PMFBP1","polyamine modulated factor 1 binding protein 1","83449","Not Sig"
"3698256",0.0580488778297603,8.1297013812764,0.489865113135245,0.626295364380054,0.740353773650342,-6.88077979794544,"ZFHX3","zinc finger homeobox 3","463","Not Sig"
"3698919",-0.389292648376477,9.60014536153953,-4.76542801634961,1.56286411802913e-05,0.00011672956261262,2.50321830082559,"GLG1","golgi glycoprotein 1","2734","Not Sig"
"3699044",0.509197318628982,7.77518208869677,4.03034304893007,0.00018296269494984,0.000976052321507736,0.132767493033875,"RFWD3","ring finger and WD repeat domain 3","55159","Not Sig"
"3699080",0.0486047820492068,6.46685045225557,0.412687388870271,0.681536932593425,0.7840952029748,-6.91585173879305,"MLKL","mixed lineage kinase domain like pseudokinase","197259","Not Sig"
"3699133",0.205637513144553,6.34706358561255,2.27168371676439,0.0272830843222666,0.0667624201242256,-4.51590001314823,"FA2H","fatty acid 2-hydroxylase","79152","Not Sig"
"3699178",-0.182421396582503,8.10774033965108,-1.86932956580023,0.0672284102713267,0.138425120531541,-5.29280672281776,"WDR59","WD repeat domain 59","79726","Not Sig"
"3699335",-0.215587112708339,7.19375726538965,-2.62959588836168,0.0112245423885225,0.032140419216049,-3.72229751637776,"LDHD","lactate dehydrogenase D","197257","Not Sig"
"3699390",-0.133962229529295,9.18521214899914,-1.63780569933761,0.107516662805553,0.201528507622671,-5.68001694809898,"CTRB2","chymotrypsinogen B2","440387","Not Sig"
"3699426",0.0293259014002798,7.90248312747376,0.484524571219588,0.630053873689861,0.743834380042094,-6.88339823638201,"BCAR1","BCAR1 scaffold protein, Cas family member","9564","Not Sig"
"3699508",-0.201277947663787,7.10203384380426,-2.83663040417155,0.00648911617904407,0.0203290544003614,-3.22290986615698,"CFDP1","craniofacial development protein 1","10428","Not Sig"
"3699581",-0.133680634530892,9.30038762723206,-1.64947496160601,0.105095626865745,0.197951381391572,-5.66159374237188,"TMEM170A","transmembrane protein 170A","124491","Not Sig"
"3699616",0.0682534074371679,6.28593823728361,0.771423886078393,0.443956694625992,0.582332740938015,-6.70270678140971,"CHST6","carbohydrate sulfotransferase 6","4166","Not Sig"
"3699634",-0.0760845446883591,6.58349145212332,-1.20700075334309,0.232908722704325,0.363998430520087,-6.27559670167997,"TMEM231","transmembrane protein 231","79583","Not Sig"
"3699707",0.130656707618581,7.55861705653775,1.60410400884348,0.114764842679249,0.211813833587301,-5.73256186092946,"ADAT1","adenosine deaminase tRNA specific 1","23536","Not Sig"
"3699757",-0.0812846816313613,8.59242531810201,-0.875240811806357,0.385478751654209,0.527102739806224,-6.61741860681825,"KARS1","lysyl-tRNA synthetase 1","3735","Not Sig"
"3700158",-0.673827098723899,5.74946990520793,-7.14910741865328,2.90272875757675e-09,7.52555508633945e-08,10.9153822592727,"ADAMTS18","ADAM metallopeptidase with thrombospondin type 1 motif 18","170692","Not Sig"
"3701000",-0.579751650466568,7.72771781430714,-6.71849727957081,1.40795856173985e-08,2.80906403531877e-07,9.36093460519757,"MAF","MAF bZIP transcription factor","4094","Not Sig"
"3701297",0.628199079901142,7.93521960916582,5.75488660311851,4.71882284025012e-07,5.8143550038355e-06,5.9139506283083,"CDYL2","chromodomain Y like 2","124359","Not Sig"
